id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
233,Proud Silver Falcon,Real,Avian,Falcon,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Lagoon
234,Proud Silver Falcon,Real,Avian,Falcon,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Tower
235,Silverwing Falcon,Real,Avian,Falcon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Shrine
236,Silverwing Falcon,Real,Avian,Falcon,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Sacred Grove
237,Silverwing Falcon,Real,Avian,Falcon,Silver & gold,Gothic,Proud,Roaring stance,Nature,Marsh
238,Silverwing Falcon,Real,Avian,Falcon,Silver & gold,Gothic,Proud,Slow prowl,Storm,Playground
239,Gothic Falcon of Avian,Real,Avian,Falcon,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Toybox
240,Gothic Falcon of Avian,Real,Avian,Falcon,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Arcade
241,Naturalistic Peacock of Avian,Real,Avian,Peacock,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Kitchen
242,Naturalistic Peacock of Avian,Real,Avian,Peacock,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Server room
243,Peacock of Gold Naturalistic,Real,Avian,Peacock,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Cyberspace
244,Peacock of Gold Naturalistic,Real,Avian,Peacock,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Skyscraper
245,Proud Gold Peacock,Real,Avian,Peacock,Gold & brown,Gothic,Proud,Roaring stance,Sound,Terminal
246,Proud Gold Peacock,Real,Avian,Peacock,Gold & brown,Gothic,Proud,Slow prowl,Energy,Grove
247,Gothic Peacock of Avian,Real,Avian,Peacock,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Nebula
248,Gothic Peacock of Avian,Real,Avian,Peacock,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Void
249,Goldwing Peacock,Real,Avian,Peacock,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Chronoscape
250,Goldwing Peacock,Real,Avian,Peacock,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Chamber
251,Gold Naturalistic Peacock,Real,Avian,Peacock,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Dimension Fold
252,Gold Naturalistic Peacock,Real,Avian,Peacock,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Rift
253,Peacock of Gold Gothic,Real,Avian,Peacock,Gold & flame,Gothic,Proud,Roaring stance,Fire,Core
254,Peacock of Gold Gothic,Real,Avian,Peacock,Gold & flame,Gothic,Proud,Slow prowl,Water,Prism
255,Peacock of Gold Gothic,Real,Avian,Peacock,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Archive
256,Peacock of Gold Gothic,Real,Avian,Peacock,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Night sky
257,Silver Naturalistic Peacock,Real,Avian,Peacock,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Horizon
258,Silver Naturalistic Peacock,Real,Avian,Peacock,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Savannah
259,Silver Naturalistic Peacock,Real,Avian,Peacock,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Forest
260,Silver Naturalistic Peacock,Real,Avian,Peacock,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Ocean
261,Proud Silver Peacock,Real,Avian,Peacock,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Jungle
262,Proud Silver Peacock,Real,Avian,Peacock,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Desert
263,Aggressive Silver Peacock,Real,Avian,Peacock,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Cliffs
264,Aggressive Silver Peacock,Real,Avian,Peacock,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Garden
265,Goldwing Raven,Real,Avian,Raven,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Mountain
266,Goldwing Raven,Real,Avian,Raven,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Sky
267,Aggressive Gold Raven,Real,Avian,Raven,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Glade
268,Aggressive Gold Raven,Real,Avian,Raven,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Plateau
269,Proud Gold Raven,Real,Avian,Raven,Gold & brown,Gothic,Proud,Roaring stance,Code,Ruins
270,Proud Gold Raven,Real,Avian,Raven,Gold & brown,Gothic,Proud,Slow prowl,Electric,Temple
271,Aggressive Gold Raven,Real,Avian,Raven,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Cave
272,Aggressive Gold Raven,Real,Avian,Raven,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Volcano
273,Goldwing Raven,Real,Avian,Raven,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Riverbank
274,Goldwing Raven,Real,Avian,Raven,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Deep sea
275,Gold Naturalistic Raven,Real,Avian,Raven,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Reef
276,Gold Naturalistic Raven,Real,Avian,Raven,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Lagoon
277,Proud Gold Raven,Real,Avian,Raven,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Tower
278,Proud Gold Raven,Real,Avian,Raven,Gold & flame,Gothic,Proud,Slow prowl,Light,Shrine
279,Aggressive Gold Raven,Real,Avian,Raven,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Sacred Grove
280,Aggressive Gold Raven,Real,Avian,Raven,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Marsh
281,Raven of Silver Naturalistic,Real,Avian,Raven,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Playground
282,Raven of Silver Naturalistic,Real,Avian,Raven,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Toybox
283,Raven of Silver Naturalistic,Real,Avian,Raven,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Arcade
284,Raven of Silver Naturalistic,Real,Avian,Raven,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Kitchen
285,Silverwing Raven,Real,Avian,Raven,Silver & gold,Gothic,Proud,Roaring stance,Space,Server room
286,Silverwing Raven,Real,Avian,Raven,Silver & gold,Gothic,Proud,Slow prowl,Void,Cyberspace
287,The Aggressive Raven,Real,Avian,Raven,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Skyscraper
288,The Aggressive Raven,Real,Avian,Raven,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Terminal
289,Gold Naturalistic Eagle,Real,Avian,Eagle,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Grove
290,Gold Naturalistic Eagle,Real,Avian,Eagle,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Nebula
291,Goldwing Eagle,Real,Avian,Eagle,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Void
292,Goldwing Eagle,Real,Avian,Eagle,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Chronoscape
293,The Proud Eagle,Real,Avian,Eagle,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Chamber
294,The Proud Eagle,Real,Avian,Eagle,Gold & brown,Gothic,Proud,Slow prowl,Earth,Dimension Fold
295,Goldwing Eagle,Real,Avian,Eagle,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Rift
296,Goldwing Eagle,Real,Avian,Eagle,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Core
297,Gold Naturalistic Eagle,Real,Avian,Eagle,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Prism
298,Gold Naturalistic Eagle,Real,Avian,Eagle,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Archive
299,Aggressive Gold Eagle,Real,Avian,Eagle,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Night sky
300,Aggressive Gold Eagle,Real,Avian,Eagle,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Horizon
301,Proud Gold Eagle,Real,Avian,Eagle,Gold & flame,Gothic,Proud,Roaring stance,Storm,Savannah
302,Proud Gold Eagle,Real,Avian,Eagle,Gold & flame,Gothic,Proud,Slow prowl,Ice,Forest
303,Aggressive Gold Eagle,Real,Avian,Eagle,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Ocean
304,Aggressive Gold Eagle,Real,Avian,Eagle,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Jungle
305,The Proud Eagle,Real,Avian,Eagle,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Desert
306,The Proud Eagle,Real,Avian,Eagle,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Cliffs
307,Naturalistic Eagle of Avian,Real,Avian,Eagle,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Garden
308,Naturalistic Eagle of Avian,Real,Avian,Eagle,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Mountain
309,Proud Silver Eagle,Real,Avian,Eagle,Silver & gold,Gothic,Proud,Roaring stance,Energy,Sky
310,Proud Silver Eagle,Real,Avian,Eagle,Silver & gold,Gothic,Proud,Slow prowl,Magic,Glade
311,Silver Gothic Eagle,Real,Avian,Eagle,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Plateau
312,Silver Gothic Eagle,Real,Avian,Eagle,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Ruins
313,Hawk of Gold Naturalistic,Real,Avian,Hawk,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Temple
314,Hawk of Gold Naturalistic,Real,Avian,Hawk,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Cave
315,Hawk of Gold Naturalistic,Real,Avian,Hawk,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Volcano
316,Hawk of Gold Naturalistic,Real,Avian,Hawk,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Riverbank
317,Goldwing Hawk,Real,Avian,Hawk,Gold & brown,Gothic,Proud,Roaring stance,Water,Deep sea
318,Goldwing Hawk,Real,Avian,Hawk,Gold & brown,Gothic,Proud,Slow prowl,Air,Reef
319,Goldwing Hawk,Real,Avian,Hawk,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Lagoon
320,Goldwing Hawk,Real,Avian,Hawk,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Tower
321,Proud Gold Hawk,Real,Avian,Hawk,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Shrine
322,Proud Gold Hawk,Real,Avian,Hawk,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Sacred Grove
323,Goldwing Hawk,Real,Avian,Hawk,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Marsh
324,Goldwing Hawk,Real,Avian,Hawk,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Playground
325,Gothic Hawk of Avian,Real,Avian,Hawk,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Toybox
326,Gothic Hawk of Avian,Real,Avian,Hawk,Gold & flame,Gothic,Proud,Slow prowl,Time,Arcade
327,Gothic Hawk of Avian,Real,Avian,Hawk,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Kitchen
328,Gothic Hawk of Avian,Real,Avian,Hawk,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Server room
329,The Proud Hawk,Real,Avian,Hawk,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Cyberspace
330,The Proud Hawk,Real,Avian,Hawk,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Skyscraper
331,Silver Naturalistic Hawk,Real,Avian,Hawk,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Terminal
332,Silver Naturalistic Hawk,Real,Avian,Hawk,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Grove
333,Hawk of Silver Gothic,Real,Avian,Hawk,Silver & gold,Gothic,Proud,Roaring stance,Electric,Nebula
334,Hawk of Silver Gothic,Real,Avian,Hawk,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Void
335,Silver Gothic Hawk,Real,Avian,Hawk,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Chronoscape
336,Silver Gothic Hawk,Real,Avian,Hawk,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Chamber
337,Naturalistic Parrot of Avian,Real,Avian,Parrot,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Dimension Fold
338,Naturalistic Parrot of Avian,Real,Avian,Parrot,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Rift
339,Aggressive Gold Parrot,Real,Avian,Parrot,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Core
340,Aggressive Gold Parrot,Real,Avian,Parrot,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Prism
341,Goldwing Parrot,Real,Avian,Parrot,Gold & brown,Gothic,Proud,Roaring stance,Light,Archive
342,Goldwing Parrot,Real,Avian,Parrot,Gold & brown,Gothic,Proud,Slow prowl,Nature,Night sky
343,The Aggressive Parrot,Real,Avian,Parrot,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Horizon
344,The Aggressive Parrot,Real,Avian,Parrot,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Savannah
345,Proud Gold Parrot,Real,Avian,Parrot,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Forest
346,Proud Gold Parrot,Real,Avian,Parrot,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Ocean
347,Goldwing Parrot,Real,Avian,Parrot,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Jungle
348,Goldwing Parrot,Real,Avian,Parrot,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Desert
349,Gothic Parrot of Avian,Real,Avian,Parrot,Gold & flame,Gothic,Proud,Roaring stance,Void,Cliffs
350,Gothic Parrot of Avian,Real,Avian,Parrot,Gold & flame,Gothic,Proud,Slow prowl,Sound,Garden
351,The Aggressive Parrot,Real,Avian,Parrot,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Mountain
352,The Aggressive Parrot,Real,Avian,Parrot,Gold & flame,Gothic,Aggressive,Slow prowl,Magic,Sky
353,Parrot of Silver Naturalistic,Real,Avian,Parrot,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Glade
354,Parrot of Silver Naturalistic,Real,Avian,Parrot,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Plateau
355,Silver Naturalistic Parrot,Real,Avian,Parrot,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Ruins
356,Silver Naturalistic Parrot,Real,Avian,Parrot,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Temple
357,The Proud Parrot,Real,Avian,Parrot,Silver & gold,Gothic,Proud,Roaring stance,Earth,Cave
358,The Proud Parrot,Real,Avian,Parrot,Silver & gold,Gothic,Proud,Slow prowl,Fire,Volcano
359,Silver Gothic Parrot,Real,Avian,Parrot,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Riverbank
360,Silver Gothic Parrot,Real,Avian,Parrot,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Deep sea
361,Proud Gold Hummingbird,Real,Avian,Hummingbird,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Reef
362,Proud Gold Hummingbird,Real,Avian,Hummingbird,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Lagoon
363,The Aggressive Hummingbird,Real,Avian,Hummingbird,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Tower
364,The Aggressive Hummingbird,Real,Avian,Hummingbird,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Shrine
365,Gold Gothic Hummingbird,Real,Avian,Hummingbird,Gold & brown,Gothic,Proud,Roaring stance,Ice,Sacred Grove
366,Gold Gothic Hummingbird,Real,Avian,Hummingbird,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Marsh
367,Hummingbird of Gold Gothic,Real,Avian,Hummingbird,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Playground
368,Hummingbird of Gold Gothic,Real,Avian,Hummingbird,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Toybox
369,The Proud Hummingbird,Real,Avian,Hummingbird,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Arcade
370,The Proud Hummingbird,Real,Avian,Hummingbird,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Kitchen
371,Hummingbird of Gold Naturalistic,Real,Avian,Hummingbird,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Server room
372,Hummingbird of Gold Naturalistic,Real,Avian,Hummingbird,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Cyberspace
373,Gold Gothic Hummingbird,Real,Avian,Hummingbird,Gold & flame,Gothic,Proud,Roaring stance,Magic,Skyscraper
374,Gold Gothic Hummingbird,Real,Avian,Hummingbird,Gold & flame,Gothic,Proud,Slow prowl,Code,Terminal
375,The Aggressive Hummingbird,Real,Avian,Hummingbird,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Grove
376,The Aggressive Hummingbird,Real,Avian,Hummingbird,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Nebula
377,Proud Silver Hummingbird,Real,Avian,Hummingbird,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Void
378,Proud Silver Hummingbird,Real,Avian,Hummingbird,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Chronoscape
379,Hummingbird of Silver Naturalistic,Real,Avian,Hummingbird,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Chamber
380,Hummingbird of Silver Naturalistic,Real,Avian,Hummingbird,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Dimension Fold
381,Hummingbird of Silver Gothic,Real,Avian,Hummingbird,Silver & gold,Gothic,Proud,Roaring stance,Air,Rift
382,Hummingbird of Silver Gothic,Real,Avian,Hummingbird,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Core
383,Silverwing Hummingbird,Real,Avian,Hummingbird,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Prism
384,Silverwing Hummingbird,Real,Avian,Hummingbird,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Archive
385,Naturalistic Dolphin of Aquatic,Real,Aquatic,Dolphin,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Night sky
386,Naturalistic Dolphin of Aquatic,Real,Aquatic,Dolphin,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Horizon
387,Aggressive Gold Dolphin,Real,Aquatic,Dolphin,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Savannah
388,Aggressive Gold Dolphin,Real,Aquatic,Dolphin,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Forest
389,Goldwing Dolphin,Real,Aquatic,Dolphin,Gold & brown,Gothic,Proud,Roaring stance,Time,Ocean
390,Goldwing Dolphin,Real,Aquatic,Dolphin,Gold & brown,Gothic,Proud,Slow prowl,Space,Jungle
391,Goldwing Dolphin,Real,Aquatic,Dolphin,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Desert
392,Goldwing Dolphin,Real,Aquatic,Dolphin,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Cliffs
393,Gold Naturalistic Dolphin,Real,Aquatic,Dolphin,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Garden
394,Gold Naturalistic Dolphin,Real,Aquatic,Dolphin,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Mountain
395,The Aggressive Dolphin,Real,Aquatic,Dolphin,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Sky
396,The Aggressive Dolphin,Real,Aquatic,Dolphin,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Glade
397,Gold Gothic Dolphin,Real,Aquatic,Dolphin,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Plateau
398,Gold Gothic Dolphin,Real,Aquatic,Dolphin,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Ruins
399,Dolphin of Gold Gothic,Real,Aquatic,Dolphin,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Temple
400,Dolphin of Gold Gothic,Real,Aquatic,Dolphin,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Cave
401,The Proud Dolphin,Real,Aquatic,Dolphin,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Volcano
402,The Proud Dolphin,Real,Aquatic,Dolphin,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Riverbank
403,Silver Naturalistic Dolphin,Real,Aquatic,Dolphin,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Deep sea
404,Silver Naturalistic Dolphin,Real,Aquatic,Dolphin,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Reef
405,The Proud Dolphin,Real,Aquatic,Dolphin,Silver & gold,Gothic,Proud,Roaring stance,Nature,Lagoon
406,The Proud Dolphin,Real,Aquatic,Dolphin,Silver & gold,Gothic,Proud,Slow prowl,Storm,Tower
407,Silverwing Dolphin,Real,Aquatic,Dolphin,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Shrine
408,Silverwing Dolphin,Real,Aquatic,Dolphin,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Sacred Grove
409,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Marsh
410,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Playground
411,Naturalistic Jellyfish of Aquatic,Real,Aquatic,Jellyfish,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Toybox
412,Naturalistic Jellyfish of Aquatic,Real,Aquatic,Jellyfish,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Arcade
413,Jellyfish of Gold Gothic,Real,Aquatic,Jellyfish,Gold & brown,Gothic,Proud,Roaring stance,Sound,Kitchen
414,Jellyfish of Gold Gothic,Real,Aquatic,Jellyfish,Gold & brown,Gothic,Proud,Slow prowl,Energy,Server room
415,Goldwing Jellyfish,Real,Aquatic,Jellyfish,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Cyberspace
416,Goldwing Jellyfish,Real,Aquatic,Jellyfish,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Skyscraper
417,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Terminal
418,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Grove
419,Aggressive Gold Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Nebula
420,Aggressive Gold Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Void
421,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Gothic,Proud,Roaring stance,Fire,Chronoscape
422,The Proud Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Gothic,Proud,Slow prowl,Water,Chamber
423,Aggressive Gold Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Dimension Fold
424,Aggressive Gold Jellyfish,Real,Aquatic,Jellyfish,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Rift
425,Silverwing Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Core
426,Silverwing Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Prism
427,Aggressive Silver Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Archive
428,Aggressive Silver Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Night sky
429,Silverwing Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Horizon
430,Silverwing Jellyfish,Real,Aquatic,Jellyfish,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Savannah
431,Jellyfish of Silver Gothic,Real,Aquatic,Jellyfish,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Forest
432,Jellyfish of Silver Gothic,Real,Aquatic,Jellyfish,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Ocean
433,The Proud Octopus,Real,Aquatic,Octopus,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Jungle
434,The Proud Octopus,Real,Aquatic,Octopus,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Desert
435,The Aggressive Octopus,Real,Aquatic,Octopus,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Cliffs
436,The Aggressive Octopus,Real,Aquatic,Octopus,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Garden
437,Gothic Octopus of Aquatic,Real,Aquatic,Octopus,Gold & brown,Gothic,Proud,Roaring stance,Code,Mountain
438,Gothic Octopus of Aquatic,Real,Aquatic,Octopus,Gold & brown,Gothic,Proud,Slow prowl,Electric,Sky
439,Gothic Octopus of Aquatic,Real,Aquatic,Octopus,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Glade
